peak_id,Chr,Start,End
Tb927.8.4760,Tb927_08_v5.1,1396416,1397156
Tb927.8.4760,Tb927_08_v5.1,1396416,1398072
Tb927.8.4770,Tb927_08_v5.1,1403342,1404288
Tb927.8.4780,Tb927_08_v5.1,1404851,1417416
Tb927.8.4790,Tb927_08_v5.1,1417545,1418959
Tb927.8.4800,Tb927_08_v5.1,1419243,1420505
Tb927.8.4810,Tb927_08_v5.1,1420687,1421813
Tb927.8.4820,Tb927_08_v5.1,1421914,1424477
Tb927.8.4830,Tb927_08_v5.1,1424809,1425646
Tb927.8.4840,Tb927_08_v5.1,1425783,1429488
Tb927.8.4850,Tb927_08_v5.1,1429656,1430756
Tb927.8.4860,Tb927_08_v5.1,1430922,1433034
Tb927.8.4870,Tb927_08_v5.1,1433184,1437153
Tb927.8.4880,Tb927_08_v5.1,1437485,1441527
Tb927.8.4890,Tb927_08_v5.1,1441653,1443256
Tb927.8.4895,Tb927_08_v5.1,1450507,1451928
Tb927.8.4900,Tb927_08_v5.1,1451475,1455473
Tb927.8.4910,Tb927_08_v5.1,1455604,1456104
Tb927.8.4920,Tb927_08_v5.1,1456262,1458674
Tb927.8.4930,Tb927_08_v5.1,1458865,1460096
Tb927.8.4940,Tb927_08_v5.1,1460322,1462238
Tb927.8.4950,Tb927_08_v5.1,1463260,1467903
Tb927.8.4960,Tb927_08_v5.1,1469612,1474602
Tb927.8.4970,Tb927_08_v5.1,1474764,1476763
Tb927.8.4980,Tb927_08_v5.1,1476907,1478917
Tb927.8.4990,Tb927_08_v5.1,1479061,1480928
Tb927.8.5000,Tb927_08_v5.1,1481215,1483225
Tb927.8.5010,Tb927_08_v5.1,1483369,1485373
Tb927.8.5020,Tb927_08_v5.1,1486225,1488214
Tb927.8.5030,Tb927_08_v5.1,1488322,1488988
Tb927.8.5040,Tb927_08_v5.1,1489390,1490840
Tb927.8.5050,Tb927_08_v5.1,1491030,1495547
Tb927.8.5060,Tb927_08_v5.1,1495865,1496635
Tb927.8.5070,Tb927_08_v5.1,1497501,1498602
Tb927.8.5080,Tb927_08_v5.1,1498701,1502336
Tb927.8.5090,Tb927_08_v5.1,1502443,1508604
Tb927.8.5100,Tb927_08_v5.1,1508988,1517783
Tb927.8.5110,Tb927_08_v5.1,1518169,1524300
Tb927.8.5120,Tb927_08_v5.1,1526912,1528646
Tb927.8.5130,Tb927_08_v5.1,1529445,1531424
Tb927.8.5140,Tb927_08_v5.1,1531813,1534527
Tb927.8.5150,Tb927_08_v5.1,1534975,1535405
Tb927.8.5160,Tb927_08_v5.1,1535904,1541508
Tb927.8.5170,Tb927_08_v5.1,1541686,1546096
Tb927.8.5180,Tb927_08_v5.1,1546220,1547088
Tb927.8.5190,Tb927_08_v5.1,1547168,1548699
Tb927.8.5200,Tb927_08_v5.1,1549440,1555421
Tb927.8.5210,Tb927_08_v5.1,1555577,1559174
Tb927.8.5220,Tb927_08_v5.1,1559467,1562983
Tb927.8.5230,Tb927_08_v5.1,1563326,1564491
Tb927.8.5240,Tb927_08_v5.1,1564607,1568841
Tb927.8.5250,Tb927_08_v5.1,1568994,1570821
Tb927.8.5260,Tb927_08_v5.1,1571551,1572095
Tb927.8.5270,Tb927_08_v5.1,1572237,1573251
Tb927.8.5280,Tb927_08_v5.1,1573733,1575151
Tb927.8.5290,Tb927_08_v5.1,1575270,1577200
Tb927.8.5300,Tb927_08_v5.1,1577685,1579639
Tb927.8.5310,Tb927_08_v5.1,1581543,1582936
Tb927.8.5320,Tb927_08_v5.1,1583660,1584179
Tb927.8.5330,Tb927_08_v5.1,1584355,1585141
Tb927.8.5340,Tb927_08_v5.1,1585571,1587465
Tb927.8.5345,Tb927_08_v5.1,1587503,1587575
Tb927.8.5350,Tb927_08_v5.1,1589232,1591294
Tb927.8.5360,Tb927_08_v5.1,1592617,1593035
Tb927.8.5370,Tb927_08_v5.1,1593472,1595023
Tb927.8.5380,Tb927_08_v5.1,1595367,1595795
Tb927.8.5390,Tb927_08_v5.1,1596785,1598361
Tb927.8.5400,Tb927_08_v5.1,1599149,1601982
Tb927.8.5410,Tb927_08_v5.1,1602102,1605849
Tb927.8.5420,Tb927_08_v5.1,1606119,1607378
Tb927.8.5430,Tb927_08_v5.1,1607512,1608351
Tb927.8.5440,Tb927_08_v5.1,1613113,1614440
Tb927.8.5450,Tb927_08_v5.1,1614586,1617268
Tb927.8.5460,Tb927_08_v5.1,1617356,1618616
Tb927.8.5465,Tb927_08_v5.1,1618948,1619807
Tb927.8.5470,Tb927_08_v5.1,1619973,1621391
Tb927.8.5480,Tb927_08_v5.1,1622862,1624660
Tb927.8.5490,Tb927_08_v5.1,1624788,1627063
Tb927.8.5500,Tb927_08_v5.1,1627255,1630150
Tb927.8.5510,Tb927_08_v5.1,1630554,1632976
Tb927.8.5520,Tb927_08_v5.1,1633117,1633761
Tb927.8.5530,Tb927_08_v5.1,1633928,1635350
Tb927.8.5540,Tb927_08_v5.1,1635482,1636465
Tb927.8.5550,Tb927_08_v5.1,1637071,1638261
Tb927.8.5560,Tb927_08_v5.1,1638631,1640521
Tb927.8.5570,Tb927_08_v5.1,1640704,1642936
Tb927.8.5580,Tb927_08_v5.1,1643233,1658481
Tb927.8.5590,Tb927_08_v5.1,1660952,1662750
Tb927.8.5600,Tb927_08_v5.1,1662881,1664988
Tb927.8.5610,Tb927_08_v5.1,1664805,1666707
Tb927.8.5610,Tb927_08_v5.1,1665116,1666707
Tb927.8.5620,Tb927_08_v5.1,1666847,1671138
Tb927.8.5630,Tb927_08_v5.1,1672927,1675161
Tb927.8.5640,Tb927_08_v5.1,1675289,1676653
Tb927.8.5650,Tb927_08_v5.1,1677292,1680329
Tb927.8.5660,Tb927_08_v5.1,1680457,1681173
Tb927.8.5670,Tb927_08_v5.1,1681331,1682044
Tb927.8.5680,Tb927_08_v5.1,1682618,1684545
Tb927.8.5690,Tb927_08_v5.1,1685026,1686187
Tb927.8.5700,Tb927_08_v5.1,1686378,1687631
Tb927.8.5710,Tb927_08_v5.1,1688579,1691349
Tb927.8.5720,Tb927_08_v5.1,1693547,1695138
Tb927.8.5730,Tb927_08_v5.1,1695528,1697068
Tb927.8.5740,Tb927_08_v5.1,1697413,1698126
Tb927.8.5750,Tb927_08_v5.1,1698528,1701764
Tb927.8.5760,Tb927_08_v5.1,1701494,1704564
Tb927.8.5770,Tb927_08_v5.1,1704714,1707010
Tb927.8.5780,Tb927_08_v5.1,1707144,1708311
Tb927.8.5790,Tb927_08_v5.1,1708628,1709832
Tb927.8.5800,Tb927_08_v5.1,1710006,1710485
Tb927.8.5810,Tb927_08_v5.1,1710866,1711750
Tb927.8.5820,Tb927_08_v5.1,1712146,1713440
Tb927.8.5830,Tb927_08_v5.1,1713567,1714812
Tb927.8.5840,Tb927_08_v5.1,1715156,1715849
Tb927.8.5850,Tb927_08_v5.1,1715966,1728797
Tb927.8.5860,Tb927_08_v5.1,1729267,1730320
Tb927.8.5870,Tb927_08_v5.1,1730421,1732057
Tb927.8.5880,Tb927_08_v5.1,1732326,1732987
Tb927.8.5890,Tb927_08_v5.1,1734269,1735071
Tb927.8.5900,Tb927_08_v5.1,1735228,1736030
Tb927.8.5910,Tb927_08_v5.1,1736145,1737091
Tb927.8.5920,Tb927_08_v5.1,1737531,1738266
Tb927.8.5930,Tb927_08_v5.1,1738423,1742303
Tb927.8.5940,Tb927_08_v5.1,1742396,1743847
Tb927.8.5950,Tb927_08_v5.1,1745438,1746529
Tb927.8.5960,Tb927_08_v5.1,1746891,1748379
Tb927.8.5970,Tb927_08_v5.1,1748484,1750724
Tb927.8.5980,Tb927_08_v5.1,1751032,1753449
Tb927.8.5990,Tb927_08_v5.1,1753940,1755717
Tb927.8.6000,Tb927_08_v5.1,1755813,1757980
Tb927.8.6010,Tb927_08_v5.1,1758705,1760036
Tb927.8.6020,Tb927_08_v5.1,1760210,1761366
Tb927.8.6030,Tb927_08_v5.1,1761645,1762233
Tb927.8.6033,Tb927_08_v5.1,1762421,1762784
Tb927.8.6036,Tb927_08_v5.1,1762968,1763289
Tb927.8.6038,Tb927_08_v5.1,1763478,1764037
Tb927.8.6040,Tb927_08_v5.1,1764165,1764977
Tb927.8.6050,Tb927_08_v5.1,1765140,1765953
Tb927.8.6060,Tb927_08_v5.1,1766254,1768078
Tb927.8.6070,Tb927_08_v5.1,1768546,1774148
Tb927.8.6080,Tb927_08_v5.1,1774290,1775418
Tb927.8.6090,Tb927_08_v5.1,1777716,1780428
Tb927.8.6100,Tb927_08_v5.1,1780799,1784921
Tb927.8.6110,Tb927_08_v5.1,1785267,1787844
Tb927.8.6120,Tb927_08_v5.1,1788004,1789205
Tb927.8.6130,Tb927_08_v5.1,1789377,1790845
Tb927.8.6140,Tb927_08_v5.1,1790739,1792741
Tb8.NT.97,Tb927_08_v5.1,1795247,1795471
Tb927.8.6150,Tb927_08_v5.1,1795581,1796352
Tb927.8.6160,Tb927_08_v5.1,1796597,1797355
Tb927.8.6170,Tb927_08_v5.1,1797565,1800456
Tb927.8.6180,Tb927_08_v5.1,1800732,1801390
Tb927.8.6190,Tb927_08_v5.1,1801587,1802670
Tb927.8.6200,Tb927_08_v5.1,1802753,1807323
Tb927.8.6210,Tb927_08_v5.1,1807450,1810439
Tb927.8.6220,Tb927_08_v5.1,1810895,1812745
Tb927.8.6230,Tb927_08_v5.1,1812845,1814283
Tb927.8.6240,Tb927_08_v5.1,1814206,1815148
Tb927.8.6250,Tb927_08_v5.1,1816738,1819262
Tb927.8.6260,Tb927_08_v5.1,1819505,1822482
Tb927.8.6270,Tb927_08_v5.1,1822828,1824698
Tb927.8.6280,Tb927_08_v5.1,1825042,1825798
Tb927.8.6290,Tb927_08_v5.1,1826001,1827634
Tb927.8.6300,Tb927_08_v5.1,1827734,1829732
Tb927.8.6310,Tb927_08_v5.1,1830042,1830620
Tb927.8.6320,Tb927_08_v5.1,1830791,1832524
Tb927.8.6330,Tb927_08_v5.1,1832462,1835819
Tb927.8.6340,Tb927_08_v5.1,1835929,1840202
Tb927.8.6350,Tb927_08_v5.1,1841256,1846876
Tb927.8.6360,Tb927_08_v5.1,1846782,1850425
Tb927.8.6370,Tb927_08_v5.1,1850582,1852321
Tb927.8.6380,Tb927_08_v5.1,1854180,1855443
Tb927.8.6390,Tb927_08_v5.1,1855720,1857075
Tb927.8.6400,Tb927_08_v5.1,1857211,1858194
Tb927.8.6410,Tb927_08_v5.1,1858314,1859949
Tb927.8.6420,Tb927_08_v5.1,1860235,1862071
Tb927.8.6430,Tb927_08_v5.1,1862238,1863355
Tb927.8.6440,Tb927_08_v5.1,1863497,1864065
Tb927.8.6450,Tb927_08_v5.1,1866684,1867769
Tb927.8.6460,Tb927_08_v5.1,1867884,1868894
Tb927.8.6470,Tb927_08_v5.1,1869008,1870719
Tb927.8.6480,Tb927_08_v5.1,1871008,1872140
Tb927.8.6490,Tb927_08_v5.1,1872787,1876353
Tb8.NT.99,Tb927_08_v5.1,1879136,1880305
Tb927.8.6500,Tb927_08_v5.1,1880321,1883234
Tb927.8.6510,Tb927_08_v5.1,1883385,1884211
Tb927.8.6520,Tb927_08_v5.1,1884492,1885772
Tb927.8.6530,Tb927_08_v5.1,1886001,1887214
Tb927.8.6540,Tb927_08_v5.1,1887513,1888635
Tb927.8.6550,Tb927_08_v5.1,1888914,1889891
Tb927.8.6560,Tb927_08_v5.1,1890049,1891223
Tb927.8.6562,Tb927_08_v5.1,1891987,1892061
Tb927.8.6564,Tb927_08_v5.1,1892110,1892192
Tb927.8.6566,Tb927_08_v5.1,1892287,1892359
Tb927.8.6568,Tb927_08_v5.1,1892448,1892520
Tb927.8.6572,Tb927_08_v5.1,1892599,1892673
Tb927.8.6570,Tb927_08_v5.1,1897690,1899967
Tb927.8.6580,Tb927_08_v5.1,1900341,1904230
Tb927.8.6590,Tb927_08_v5.1,1904673,1906831
Tb927.8.6600,Tb927_08_v5.1,1907078,1910015
Tb927.8.6610,Tb927_08_v5.1,1910151,1911520
Tb927.8.6620,Tb927_08_v5.1,1911910,1913195
Tb927.8.6630,Tb927_08_v5.1,1914886,1916198
Tb927.8.6640,Tb927_08_v5.1,1916373,1919704
Tb927.8.6650,Tb927_08_v5.1,1920609,1927517
Tb927.8.6660,Tb927_08_v5.1,1927739,1930752
Tb927.8.6670,Tb927_08_v5.1,1931252,1932849
Tb927.8.6680,Tb927_08_v5.1,1933276,1933910
Tb927.8.6690,Tb927_08_v5.1,1934040,1939606
Tb927.8.6700,Tb927_08_v5.1,1941149,1942830
Tb927.8.6710,Tb927_08_v5.1,1943646,1945468
Tb927.8.6720,Tb927_08_v5.1,1946287,1948172
Tb927.8.6730,Tb927_08_v5.1,1948280,1950801
Tb927.8.6740,Tb927_08_v5.1,1950954,1952908
Tb927.8.6750,Tb927_08_v5.1,1953049,1954109
Tb927.8.6760,Tb927_08_v5.1,1954220,1955719
Tb927.8.6770,Tb927_08_v5.1,1956198,1957583
Tb927.8.6780,Tb927_08_v5.1,1957699,1959293
Tb927.8.6790,Tb927_08_v5.1,1959422,1964598
Tb927.8.6800,Tb927_08_v5.1,1964699,1966438
Tb927.8.6810,Tb927_08_v5.1,1966702,1968535
Tb927.8.6820,Tb927_08_v5.1,1968680,1970237
Tb927.8.6830,Tb927_08_v5.1,1970488,1977037
Tb927.8.6840,Tb927_08_v5.1,1977183,1980731
Tb927.8.6850,Tb927_08_v5.1,1980867,1982126
Tb927.8.6860,Tb927_08_v5.1,1982970,1985238
Tb927.8.6870,Tb927_08_v5.1,1986192,1988713
Tb927.8.6880,Tb927_08_v5.1,1988868,1991480
Tb927.8.6890,Tb927_08_v5.1,1991591,1992093
Tb927.8.6900,Tb927_08_v5.1,1992182,1992911
Tb927.8.6910,Tb927_08_v5.1,1993033,1993718
Tb927.8.6920,Tb927_08_v5.1,1993909,1994794
Tb927.8.6930,Tb927_08_v5.1,1999215,2000518
Tb927.8.6940,Tb927_08_v5.1,2000824,2005238
Tb927.8.6950,Tb927_08_v5.1,2005518,2006091
Tb927.8.6960,Tb927_08_v5.1,2006210,2007381
Tb927.8.6970,Tb927_08_v5.1,2007559,2010161
Tb927.8.6980,Tb927_08_v5.1,2010269,2012924
Tb927.8.6990,Tb927_08_v5.1,2013345,2016187
Tb927.8.7000,Tb927_08_v5.1,2016312,2016990
Tb927.8.7010,Tb927_08_v5.1,2017107,2017728
Tb927.8.7020,Tb927_08_v5.1,2017998,2021297
Tb927.8.7030,Tb927_08_v5.1,2021492,2022756
Tb927.8.7040,Tb927_08_v5.1,2022874,2023684
Tb927.8.7050,Tb927_08_v5.1,2023809,2025276
Tb927.8.7060,Tb927_08_v5.1,2025402,2030485
Tb927.8.7070,Tb927_08_v5.1,2030612,2031901
Tb927.8.7080,Tb927_08_v5.1,2032590,2037164
Tb927.8.7090,Tb927_08_v5.1,2037676,2040594
Tb927.8.7100,Tb927_08_v5.1,2040901,2048147
Tb927.8.7110,Tb927_08_v5.1,2048384,2049994
Tb927.8.7120,Tb927_08_v5.1,2053096,2055755
Tb927.8.7130,Tb927_08_v5.1,2056468,2057145
Tb927.8.7140,Tb927_08_v5.1,2057457,2058982
Tb927.8.7150,Tb927_08_v5.1,2059141,2060641
Tb927.8.7160,Tb927_08_v5.1,2060794,2061902
Tb927.8.7170,Tb927_08_v5.1,2062751,2063991
Tb927.8.7180,Tb927_08_v5.1,2064231,2065057
Tb927.8.7190,Tb927_08_v5.1,2065304,2067491
Tb927.8.7200,Tb927_08_v5.1,2067631,2071568
Tb927.8.7210,Tb927_08_v5.1,2071422,2072065
Tb927.8.7220,Tb927_08_v5.1,2072465,2075607
Tb927.8.7230,Tb927_08_v5.1,2075858,2076879
Tb927.8.7240,Tb927_08_v5.1,2077587,2079697
Tb927.8.7250,Tb927_08_v5.1,2079335,2081835
Tb927.8.7260,Tb927_08_v5.1,2081994,2087789
Tb927.8.7270,Tb927_08_v5.1,2088152,2089619
Tb927.8.7280,Tb927_08_v5.1,2089765,2091074
Tb927.8.7290,Tb927_08_v5.1,2091172,2093679
Tb927.8.7300,Tb927_08_v5.1,2096001,2097123
Tb927.8.7310,Tb927_08_v5.1,2098102,2098775
Tb927.8.7320,Tb927_08_v5.1,2099896,2101018
Tb927.8.7330,Tb927_08_v5.1,2101995,2105847
Tb927.8.7340,Tb927_08_v5.1,2106983,2109357
Tb927.8.7350,Tb927_08_v5.1,2109702,2112076
Tb927.8.7360,Tb927_08_v5.1,2115950,2121812
Tb927.8.7370,Tb927_08_v5.1,2121948,2123715
Tb927.8.7380,Tb927_08_v5.1,2123859,2125724
Tb927.8.7390,Tb927_08_v5.1,2126531,2128745
Tb927.8.7400,Tb927_08_v5.1,2128848,2134342
Tb927.8.7410,Tb927_08_v5.1,2134845,2136490
Tb927.8.7420,Tb927_08_v5.1,2137295,2140618
Tb927.8.7430,Tb927_08_v5.1,2140575,2140868
Tb927.8.7440,Tb927_08_v5.1,2141629,2144168
Tb927.8.7450,Tb927_08_v5.1,2144516,2146830
Tb927.8.7460,Tb927_08_v5.1,2147357,2150131
Tb927.8.7470,Tb927_08_v5.1,2150439,2152193
Tb927.8.7480,Tb927_08_v5.1,2152523,2154519
Tb927.8.7490,Tb927_08_v5.1,2157458,2162177
Tb927.8.7500,Tb927_08_v5.1,2162466,2163901
Tb927.8.7510,Tb927_08_v5.1,2164084,2165656
Tb927.8.7520,Tb927_08_v5.1,2165801,2167802
Tb927.8.7530,Tb927_08_v5.1,2168227,2169749
Tb927.8.7540,Tb927_08_v5.1,2169896,2174036
Tb927.8.7550,Tb927_08_v5.1,2174307,2175943
Tb927.8.7560,Tb927_08_v5.1,2177898,2179692
Tb927.8.7570,Tb927_08_v5.1,2180025,2182691
Tb927.8.7580,Tb927_08_v5.1,2182840,2187485
Tb927.8.7590,Tb927_08_v5.1,2186652,2194158
Tb927.8.7600,Tb927_08_v5.1,2194282,2195722
Tb927.8.7610,Tb927_08_v5.1,2196848,2198788
Tb927.8.7620,Tb927_08_v5.1,2199343,2201427
Tb927.8.7630,Tb927_08_v5.1,2202068,2204149
Tb927.8.7640,Tb927_08_v5.1,2204793,2206233
Tb927.8.7650,Tb927_08_v5.1,2207518,2208955
Tb927.8.7660,Tb927_08_v5.1,2208975,2209969
Tb927.8.7670,Tb927_08_v5.1,2210360,2212351
Tb927.8.7680,Tb927_08_v5.1,2212482,2214418
Tb927.8.7690,Tb927_08_v5.1,2214688,2216393
Tb927.8.7700,Tb927_08_v5.1,2216524,2218028
Tb927.8.7710,Tb927_08_v5.1,2218730,2222070
Tb927.8.7720,Tb927_08_v5.1,2222740,2226440
Tb927.8.7730,Tb927_08_v5.1,2227979,2230112
Tb927.8.7740,Tb927_08_v5.1,2230434,2232275
Tb8.NT.128,Tb927_08_v5.1,2244583,2246360
Tb927.8.7750,Tb927_08_v5.1,2246443,2250872
Tb8.NT.129,Tb927_08_v5.1,2250985,2251239
Tb927.8.7760,Tb927_08_v5.1,2251381,2255154
Tb927.8.7770,Tb927_08_v5.1,2255537,2259201
Tb927.8.7780,Tb927_08_v5.1,2259094,2264452
Tb927.8.7790,Tb927_08_v5.1,2265766,2268220
Tb927.8.7800,Tb927_08_v5.1,2268036,2272735
Tb927.8.7810,Tb927_08_v5.1,2272898,2274449
Tb927.8.7820,Tb927_08_v5.1,2274563,2279614
Tb927.8.7830,Tb927_08_v5.1,2279884,2284004
Tb927.8.7840,Tb927_08_v5.1,2286027,2290357
Tb927.8.7850,Tb927_08_v5.1,2290732,2293810
Tb927.8.7860,Tb927_08_v5.1,2297429,2303304
Tb927.8.7870,Tb927_08_v5.1,2302982,2307812
Tb927.8.7880,Tb927_08_v5.1,2307929,2308464
Tb927.8.7890,Tb927_08_v5.1,2309187,2313444
Tb927.8.7900,Tb927_08_v5.1,2314162,2319454
Tb927.8.7910,Tb927_08_v5.1,2319132,2323142
Tb927.8.7920,Tb927_08_v5.1,2323239,2327068
Tb927.8.7930,Tb927_08_v5.1,2327787,2332044
Tb927.8.7940,Tb927_08_v5.1,2332748,2337481
Tb927.8.7950,Tb927_08_v5.1,2338129,2344727
Tb927.8.7960,Tb927_08_v5.1,2344867,2347845
Tb927.8.7970,Tb927_08_v5.1,2347733,2350224
Tb927.8.7980,Tb927_08_v5.1,2351638,2355103
Tb927.8.7990,Tb927_08_v5.1,2355307,2370892
Tb927.8.8000,Tb927_08_v5.1,2371237,2373243
Tb927.8.8010,Tb927_08_v5.1,2373599,2376294
Tb927.8.8020,Tb927_08_v5.1,2376471,2378985
Tb927.8.8030,Tb927_08_v5.1,2378531,2381590
Tb927.8.8040,Tb927_08_v5.1,2382581,2383423
Tb927.8.8050,Tb927_08_v5.1,2384407,2386723
Tb927.8.8060,Tb927_08_v5.1,2387847,2388680
Tb927.8.8070,Tb927_08_v5.1,2388851,2391390
Tb927.8.8080,Tb927_08_v5.1,2391500,2392422
Tb927.8.8090,Tb927_08_v5.1,2392553,2393824
Tb927.8.8100,Tb927_08_v5.1,2394361,2396248
Tb927.8.8110,Tb927_08_v5.1,2396758,2399615
Tb927.8.8120,Tb927_08_v5.1,2399730,2400666
Tb927.8.8130,Tb927_08_v5.1,2401066,2405531
Tb8.NT.138,Tb927_08_v5.1,2405599,2405894
Tb927.8.8140,Tb927_08_v5.1,2406003,2410456
Tb927.8.8150,Tb927_08_v5.1,2410596,2411720
Tb927.8.8160,Tb927_08_v5.1,2411873,2415207
Tb927.8.8170,Tb927_08_v5.1,2415130,2418882
Tb927.8.8180,Tb927_08_v5.1,2419506,2422699
Tb927.8.8190,Tb927_08_v5.1,2422887,2424951
Tb927.8.8200,Tb927_08_v5.1,2426245,2429331
Tb927.8.8210,Tb927_08_v5.1,2429526,2430440
Tb927.8.8220,Tb927_08_v5.1,2431189,2433189
Tb927.8.8230,Tb927_08_v5.1,2433334,2439306
Tb927.8.8240,Tb927_08_v5.1,2439428,2440847
Tb927.8.8250,Tb927_08_v5.1,2441573,2442990
Tb927.8.8260,Tb927_08_v5.1,2443709,2445123
Tb927.8.8270,Tb927_08_v5.1,2446683,2451408
Tb927.8.8280,Tb927_08_v5.1,2451535,2452927
Tb927.8.8290,Tb927_08_v5.1,2453269,2456419
Tb927.8.8300,Tb927_08_v5.1,2456561,2459326
Tb927.8.8310,Tb927_08_v5.1,2460074,2461567
Tb927.8.8320,Tb927_08_v5.1,2461949,2465875
Tb927.8.8330,Tb927_08_v5.1,2466026,2470385
Tb927.8.8340,Tb927_08_v5.1,2470494,2472106
Tb927.8.8350,Tb927_08_v5.1,2473017,2475898
Tb927.8.8360,Tb927_08_v5.1,2479646,2481188
Tb927.9.100,Tb927_09_v5.1,4757,6748
Tb927.9.120,Tb927_09_v5.1,7401,8694
Tb927.9.130,Tb927_09_v5.1,10357,11368
Tb927.9.150,Tb927_09_v5.1,11830,13648
Tb927.9.160,Tb927_09_v5.1,15038,16658
Tb927.9.170,Tb927_09_v5.1,19126,24634
Tb927.9.180,Tb927_09_v5.1,26719,27304
Tb927.9.190,Tb927_09_v5.1,27771,29271
Tb927.9.200,Tb927_09_v5.1,30059,30482
Tb927.9.210,Tb927_09_v5.1,33177,34744
Tb927.9.220,Tb927_09_v5.1,36089,37433
Tb927.9.230,Tb927_09_v5.1,39463,41603
Tb927.9.240,Tb927_09_v5.1,43312,44638
Tb927.9.250,Tb927_09_v5.1,46464,47922
Tb927.9.260,Tb927_09_v5.1,49030,54319
Tb927.9.270,Tb927_09_v5.1,55118,56666
Tb927.9.280,Tb927_09_v5.1,58253,58740
Tb927.9.290,Tb927_09_v5.1,58894,61739
Tb927.9.300,Tb927_09_v5.1,62850,64203
Tb927.9.310,Tb927_09_v5.1,65551,67069
Tb927.9.320,Tb927_09_v5.1,68439,69249
Tb927.9.330,Tb927_09_v5.1,71269,72816
Tb927.9.340,Tb927_09_v5.1,73873,75317
Tb927.9.350,Tb927_09_v5.1,76604,78081
Tb927.9.360,Tb927_09_v5.1,79800,86882
Tb927.9.370,Tb927_09_v5.1,88590,89879
Tb927.9.380,Tb927_09_v5.1,91236,91953
Tb927.9.390,Tb927_09_v5.1,92469,93783
Tb927.9.400,Tb927_09_v5.1,95129,97072
Tb927.9.410,Tb927_09_v5.1,97487,99021
Tb927.9.420,Tb927_09_v5.1,100931,102448
Tb927.9.430,Tb927_09_v5.1,104416,105839
Tb927.9.440,Tb927_09_v5.1,107029,109182
Tb927.9.450,Tb927_09_v5.1,110239,111719
Tb927.9.460,Tb927_09_v5.1,111765,113223
Tb927.9.470,Tb927_09_v5.1,115046,116390
Tb927.9.480,Tb927_09_v5.1,116447,116624
Tb927.9.490,Tb927_09_v5.1,116798,118357
Tb927.9.500,Tb927_09_v5.1,120034,121517
Tb927.9.510,Tb927_09_v5.1,123602,125263
Tb927.9.520,Tb927_09_v5.1,127470,128862
Tb927.9.540,Tb927_09_v5.1,131146,132507
Tb927.9.550,Tb927_09_v5.1,133522,133654
Tb927.9.560,Tb927_09_v5.1,135142,136147
Tb927.9.570,Tb927_09_v5.1,136701,138222
Tb927.9.580,Tb927_09_v5.1,139202,140801
Tb927.9.590,Tb927_09_v5.1,142358,142575
Tb927.9.600,Tb927_09_v5.1,144166,145640
Tb927.9.610,Tb927_09_v5.1,146936,147119
Tb927.9.620,Tb927_09_v5.1,148041,148742
Tb927.9.630,Tb927_09_v5.1,149226,150730
Tb927.9.640,Tb927_09_v5.1,152526,154125
Tb927.9.650,Tb927_09_v5.1,156358,158491
Tb927.9.660,Tb927_09_v5.1,160735,164174
Tb927.9.670,Tb927_09_v5.1,164842,165276
Tb927.9.680,Tb927_09_v5.1,165559,167198
Tb927.9.690,Tb927_09_v5.1,168198,169255
Tb927.9.700,Tb927_09_v5.1,169756,170755
Tb927.9.710,Tb927_09_v5.1,171361,172003
Tb927.9.715,Tb927_09_v5.1,172753,172914
Tb927.9.720,Tb927_09_v5.1,179435,179889
Tb927.9.730,Tb927_09_v5.1,179940,180294
Tb927.9.740,Tb927_09_v5.1,182249,182748
Tb927.9.760,Tb927_09_v5.1,185242,185703
Tb927.9.770,Tb927_09_v5.1,185886,186062
Tb927.9.780,Tb927_09_v5.1,186434,187148
Tb927.9.790,Tb927_09_v5.1,188074,188422
Tb927.9.800,Tb927_09_v5.1,189629,190769
Tb927.9.810,Tb927_09_v5.1,190927,192280
Tb927.9.820,Tb927_09_v5.1,193523,195704
Tb927.9.830,Tb927_09_v5.1,197361,198856
Tb927.9.840,Tb927_09_v5.1,200666,201395
Tb927.9.850,Tb927_09_v5.1,203888,204898
Tb927.9.860,Tb927_09_v5.1,210692,219838
Tb927.9.870,Tb927_09_v5.1,222025,222454
Tb927.9.880,Tb927_09_v5.1,227471,227567
Tb927.9.890,Tb927_09_v5.1,230130,232255
Tb927.9.900,Tb927_09_v5.1,234604,236086
Tb927.9.910,Tb927_09_v5.1,237231,238472
Tb927.9.920,Tb927_09_v5.1,238580,239162
Tb927.9.930,Tb927_09_v5.1,240958,241810
Tb927.9.940,Tb927_09_v5.1,244117,245377
Tb927.9.950,Tb927_09_v5.1,246896,247470
Tb927.9.960,Tb927_09_v5.1,249823,250879
Tb927.9.970,Tb927_09_v5.1,255153,256261
Tb927.9.990,Tb927_09_v5.1,258163,259622
Tb927.9.1000,Tb927_09_v5.1,260887,262270
Tb927.9.1010,Tb927_09_v5.1,263864,265123
Tb927.9.1030,Tb927_09_v5.1,266603,268059
Tb927.9.1040,Tb927_09_v5.1,268655,268887
Tb927.9.1050,Tb927_09_v5.1,270769,272275
Tb927.9.1070,Tb927_09_v5.1,273462,275014
Tb927.9.1080,Tb927_09_v5.1,275809,276140
Tb927.9.1090,Tb927_09_v5.1,277166,278012
Tb927.9.1100,Tb927_09_v5.1,279392,281464
Tb927.9.1110,Tb927_09_v5.1,281608,283069
